audio_filename,speaker,transcript,language,convo_id,source
nahuatl_dev/clips/bfcb6c7e57e142e3966d124d14e0445e.mp3,20,"Amo xikijto tons uayik, fuerza amo tikaatekis. Este se notiaj de México kiualileuij.",azz,114,competition
nahuatl_dev/clips/4fc8c8dd73c84027a3564f33b72c6d14.mp3,40,kuali techiluia tlamantli uan tikamanalojkej ika nauatl uan yeka nopa techpahtik maski teipan kema pano se keski tiempo ya tikamanalojkej seyok tlamantli,nhw,2,competition
nahuatl_dev/clips/c853abbd19954a53a6a18d0a4788141c.mp3,9,"Aj ya, sale, se me hace que notiaj no ijkon kinekia mistonme uan nechtajtanijtoya xa nikimpiya nejua pero nikilij ke amo, nikilis pon maj yakan mitstanitij tejua xa ti tikinmakas o nechmaka omen, nechmaka setsin ueyi uan se kilichin o nechtaneuti in ueyi uan kilichi ye maj kimachtia.",azz,122,competition
nahuatl_dev/clips/9ce9118d47024eac92fa3197ca5ac914.mp3,9,Pos kijtoaj maj se kintsiko se tonal antes in itskuimej uan amo maj se kintamaka niman takopaj.,azz,118,competition
nahuatl_dev/clips/262d479a8b68432dae577ccfa6f9efa1.mp3,9,"Nejua amo nikualantok, yo nimitsilij que nimitskopilis pero amo xikualani ok.",azz,115,competition
nahuatl_dev/clips/033bb885a88d40a48c142ef0cc3fd3f2.mp3,20,"Tejua, mero niknektok yeua nikpanitak nomil, xiujtaj ya, nechtameuiki.",azz,116,competition
nahuatl_dev/clips/f87de75cdaa141a98be1e60c7f331248.mp3,40,a ver tlake panos,nhw,3,competition
nahuatl_dev/clips/cabddd2146574ae198082d9227391ea1.mp3,40,pues uelis tikchiuasej se tlamantli kiampa tinejnemisen centro tiasen se seyok seyok lugar uan amo miak titlaxtlauasen,nhw,3,competition
nahuatl_dev/clips/b7b2349992514be6bce2e401c56d91d8.mp3,9,Lo que pasa nejua noitskuiuan liuis kipiyaj tekpimej uan san ka nojón kalayikej liuis kalijtik.,azz,119,competition
nahuatl_dev/clips/a45805fd3d704a4c88c8b26f71bf98c4.mp3,40,maske se no uampox techiluik kichiua nopa pampa eltok ipan psicología kenijki se siuatl o se ichpokatl kichiuilia nopa kikualania se tlakatl pampa kineki nejnemis iuaya pampa kipaktia yeka pues yaya nojkia kichiua nopa,nhw,2,competition
nahuatl_dev/clips/427edab02a434ff0a34c977e4d8e09a7.mp3,20,"Tejua ya que tiyoj este tinechualnauatia toni horas yeski nen tetokalis para amo nechpanauiskej uan niajsis ompa ne kalijtik,",azz,120,competition
nahuatl_dev/clips/d6c923fa7b714498890ef244d091b0e1.mp3,20,"Kemaj tejua sayój nechchá maj moskaltikan yok miston konemej uan uelis nimitsmakas mistonlamaj pero tejua xa aksa tikmati que kineki miston konemej, ta niknekia nikinkixtis miston konemej amo in mistonlamaj pero takan liuis tikneki pues nimitsmaka mistonlamaj ueyi pero aksa xikintapoui uan tinechnauatia.",azz,122,competition
nahuatl_dev/clips/0a251ce05d484c8681dc8de3637fb2b9.mp3,9,"Para toni tikneki in chilkapom, tejua no ijkon tikpiya.",azz,114,competition
nahuatl_dev/clips/fb6d7db099314fd48b03638f92c04160.mp3,40,kena timoixmatkej dos mil dieciséis xiuitl ya kipia matlaktli xiuitl uejkauik ompanok,nhw,2,competition
nahuatl_dev/clips/cde28127123a432e9060a76e0f9b22a9.mp3,40,"de nopa película nesi ipan película la bamba neli se kuali película chano yektsin na chano techpaktia uan uelis nikitas miak miak vuelta uan amo ni,,, nisiuis neli se kuali película",nhw,3,competition
nahuatl_dev/clips/7ff976c744f64205bec65dd09d806e83.mp3,9,An sale niktapouis xa nikita nin mosta uikta nikilis mientras que no ijkon moskaltiaj ok tepitsin mistonme.,azz,122,competition
nahuatl_dev/clips/5f9f11a1829b44719fb87a1ef8061309.mp3,9,"[laugh] tiyouej tiktemotij nanakat xe amo tikmati que onkak ya, se me hace que miakej kiajsitokej ya.",azz,117,competition
nahuatl_dev/clips/1cf61bff3464436a88ff2b08dc78b255.mp3,20,Takouan ijkón tons maj mosta maj nimeua kualkan uan xe kipiya se kintsikos in itskuime desde ahorita ya.,azz,118,competition
nahuatl_dev/clips/2c04df357fb14e9ab2e68a227524cf1e.mp3,20,Yekin nemeua tejua ayamo nikchiua kaféntsin ¿tejua toni tikchiutok? kualkan yok.,azz,119,competition
nahuatl_dev/clips/85a2da1104ef4ca19b4a18e601d53efa.mp3,9,"An ya, nejua nimolij sayój in uejueyin para niyaskia nikuitiu ya, liuis nechchiuilia falta se miston pasa liluis kalayikej kimichimej uan nikneki se miston maj ueya non kitsitsin ok.",azz,122,competition
nahuatl_dev/clips/7baf5df765e64cdbaee680665a3f440f.mp3,9,"An sale, pues ijkón timokauaj ya ka in ciento diez uan ¿uan xe uelis tinechpielis ok ome kilo de kuetax?.",azz,106,competition
nahuatl_dev/clips/ac6b0e268c2c4bd48c1d3586e0f36508.mp3,9,Achá nikilis pero niman liuis monenekij.,azz,114,competition
nahuatl_dev/clips/ad1704afc85443459108b4134305b14f.mp3,20,"Takouan tikijtoa que ijkón tanauatijkej entonces amo niktamakas notskuin pos, maj tepetsin mayanto.",azz,118,competition
nahuatl_dev/clips/66e8bea6560740f194e801f64871757d.mp3,40,kena se tlamantik tlamantikej eli amo yampa yaya kiijtoa na amoyok nikamauik iuaya nikilkaua kiijtoa amo techpaktia kena maski kena yaya nouampox,nhw,2,competition
nahuatl_dev/clips/309ca2fe42054c4eb9aebc8e6123f506.mp3,9,Pos kemaj nechitakej tejua pero nechilijkej que amo teyi maj nikijto uan nechuantiske se chichik.,azz,113,competition
nahuatl_dev/clips/f16e8a7d5c564bb1bf6216a7b1d2ff2f.mp3,9,Es que nejua nimolij xa kachi tikmatoya tejua que nejua es que nejua amo nikmati teyi.,azz,112,competition
nahuatl_dev/clips/1ec68655a721405eb72a8de01e43abef.mp3,40,pero pues depende tla onkas tla amo onkas,nhw,2,competition
nahuatl_dev/clips/816b8b8e2ef44c5881f5fcbc816ebe82.mp3,20,"Tejua, nikinuikas porque liuis kinekij yaskej uan achá kemaj taxikoske ¡tejua! pero akonime oksekin yatij.",azz,110,competition
nahuatl_dev/clips/8096b82caad44286a6c5f5e22071d5cc.mp3,40,ejika ipa ikamak o ipa iteno uan nopa amo tleno ejamo tlen panok maski ya kiijtoa ya istlakatia ya moneuilia kiani kiani panok maski amo neli na amo keman nitsipinki xka,nhw,2,competition
nahuatl_dev/clips/80c7d6747073421aa6cbe8de8bd4518a.mp3,20,Pero amo xikualani ta in nechtauikilia ¡tejua! amo nejua.,azz,115,competition
nahuatl_dev/clips/9842dde7ffcc4e93b4715da8c3cd582e.mp3,40,de maid itokax kena uan aman pues nipajpakas nipajpakas xalo trastes cucharas uan nochi nopa trastes kena pos ya tlanki nopa tlakualis nochi kuali,nhw,3,competition
nahuatl_dev/clips/0d1b0228ae45490dba78bf796061c953.mp3,40,ka se amoch ijkano ika xoxojtik pikuiltik achi uan ijkano san kiani pues ni... ni... nipintaro uan pues ya ya kiski,nhw,2,competition
nahuatl_dev/clips/892fe970dd7a4f41a5ff5ef012d33f58.mp3,20,Tejua pero tejua liuis tikisa den tayouak ¿xe amo tikita in metstsin ken yetok?.,azz,112,competition
nahuatl_dev/clips/f53cdc2b1ccf49f58b92a5f275449a1f.mp3,40,kema tikualika tomin kema tijkouas más que nada moneki tikmati konke kena uelis tikalakis uan katlike calles uan katlike amo kema sekin calles onka más itstoken miakej tlachtekianij ipan sekin inka kena uan keman tiualas na... mits na nias mouaya,nhw,2,competition
nahuatl_dev/clips/0f1951c06f3f44cba9511cdf9b714dd0.mp3,20,"An ijkón, nejua nimolij timotatokijka an pues kuali yetok este ¿keman tikneki nen tamal pero?.",azz,105,competition
nahuatl_dev/clips/a3db614fb80747ea8fe5bc8a81649dfc.mp3,40,techpaktia san nikxikoua,nhw,2,competition
nahuatl_dev/clips/cf19eb2425bb45bd8274a99b7b697cb2.mp3,20,"Tejua, nesnón amo tejua, lo que pasa liuis ouij se kiniskaltis in pitsomej.",azz,106,competition
nahuatl_dev/clips/20e599eafd7a4db1b04e16130203e70a.mp3,20,"Amo xikijto, xikili maj mitsinmaka seki matitas yejuan liuis kimpiyaj maj mitsinmaka.",azz,114,competition
nahuatl_dev/clips/3eb5187879dc4f76830390d0ea98f49f.mp3,20,"Pos ijkón xikijtoj ""chouej tiktemotij nanakat"" tinechilia ""chouej (tiyouej) kuoutaj"" ¡no manches!, kemaj ojonkak ya tejua.",azz,117,competition
nahuatl_dev/clips/1af60b87e8f24bca9d1c7735c53204b9.mp3,9,"Pues nejua semi notiajtsin uan ka nojón niyoj , nikan no ... niuitsa nikinkouaki seki veladoras para nikinuikati.",azz,120,competition
nahuatl_dev/clips/4b65bbf9586d41658d4ba1b7b5c6dcb1.mp3,40,nopa kuali titlamakas pampa maseualmej nojkia kiani mitsixmati keman ti... ti... tijkaua más barato o achi más patiyo pues kena sekin uelis kijkoilis pero amo miak,nhw,2,competition
nahuatl_dev/clips/bbb9baaef1794829aeaae8d7bb9e8f32.mp3,9,Nikan kuali yetok tieuaskiaj las siete para tiajsikiaj kualkampa uan kemaj maj se mouikili se nitaxkal porque ompa amo monamaka.,azz,110,competition
nahuatl_dev/clips/3fb1496b40354465bbf4c494a88dd0a0.mp3,40,uan tiasen se café nojkia se meid kafe... kafen katli tenamaka kena kafen he uan postres uan nochi nopa tlakualis de tsopelik uan itstoken ichpokatsitsin katli neli yektsin yeka tiasen,nhw,3,competition
nahuatl_dev/clips/860a40ce39ea452b99bf51e69e18d04b.mp3,20,Xe amo tikmati ken tikchiuas ta nesnón amo ouij.,azz,124,competition
nahuatl_dev/clips/46076ae6f1d24d20b559a272e2bb0450.mp3,20,Tejua kuali yetoskia maj niyoj pero nikan niknemilijtok niyas in tetokalis kachi kuali.,azz,120,competition
nahuatl_dev/clips/12b8168d151b47b4a22501bde68c0295.mp3,9,Pos nejua nimolia ya ijkón san niyoj niknemoti in pajti.,azz,121,competition
nahuatl_dev/clips/d57babf19ee146e6b80c2bd3d4d79d81.mp3,9,Sayój se tamakas de Atenti yej nikiliti maj nechpaleui.,azz,110,competition
nahuatl_dev/clips/864d46f296f14325a4e60c94f4ffae86.mp3,9,"Pon niyajtok ya pos nikan niyektok ya mochan ualtani, pon niajsitiu ya.",azz,106,competition
nahuatl_dev/clips/11051df6644649bba79e61e4a2f38482.mp3,9,"Kemaj, kualkan nimeuati uan nimotapayaniti uan niknekis de pajpata.",azz,105,competition
nahuatl_dev/clips/363aa7aa1c5e4670877031f792a4290e.mp3,9,"Kemaj tejua, timotaj ya mosta.",azz,118,competition
nahuatl_dev/clips/8bf8045a03024d59ae1a91d0baa7baeb.mp3,20,"Kuali yetok, achá nikinyoleuati nin siuamej uan tisenyaskej, ojalá maj nochi titatanitij.",azz,123,competition
nahuatl_dev/clips/5f023f9429f441eca3f01d87316b1abe.mp3,20,Tikneki maj nimitspaleuiti o tikneki maj nimitsinchiuiliti ya ¿uan de ton tamal ya?.,azz,105,competition
nahuatl_dev/clips/d34f171a9113453a90013f6cc6125c5d.mp3,9,Lo que pasa amo uelik nikochik ok uan mejor nimeuak ya uan nikuousakato ya para nichmakas tiempo niyas nitepaleuitiu.,azz,119,competition
nahuatl_dev/clips/586c248160904ad79565abbee278a3b0.mp3,9,Nejua axkan amo nitayi pero takouan tikneki noyoj mouan san.,azz,106,competition
nahuatl_dev/clips/e4ddcdf9b32a4808b2025461728d1146.mp3,40,kena kuali uan nichiya ma kuali kisa nochi negocio uan uelis ti kuali titlanamakas,nhw,2,competition
nahuatl_dev/clips/59cee859ccee4426b363ebc16c35aee6.mp3,9,"Tejua, ¿xe liuis taueyikan? ta amo amo nimatamis uan noselti, mejor xitemo okse.",azz,116,competition
nahuatl_dev/clips/7e1ecf76b7ca4841878df43c15a5655b.mp3,20,¡Amo xikijto! ¿uan xe mitsitakej?.,azz,113,competition
nahuatl_dev/clips/efd32f4dcc3c491096cd6a73a4a42ddf.mp3,20,"Es que mokaki que niman tikualani ka nojon ijkón nimolij pero nejua amo no nikualantok, pos xa tikpiya setsin, mientras, nechmakato para nen nikuapanchan de nopiouan.",azz,115,competition
nahuatl_dev/clips/9a827aae723f4bc8899721a6d7a56637.mp3,40,matlaktli xiuitl yeka nikixmatki pan estado de méxico yaya ne pika ichan,nhw,2,competition
nahuatl_dev/clips/60e521c6c9744c039449ff0480894711.mp3,40,ipan tiotlak ya uetski atl achi tlasesejki iuan ama achi tlaseseya maski amo miak san tikstoke ejbueno kemantis tokalijtik amo miak tlaseseya timomati pero tla tikisas pues ya timomati más tisekuis,nhw,2,competition
nahuatl_dev/clips/27a4e324b4e74b91ad5beea48c81b110.mp3,9,Se me hace que a las ocho pero mosta amo kintsoponitij se me hace que kin kinkaparotij.,azz,118,competition
nahuatl_dev/clips/637a874b418545a0a15028f97665d809.mp3,40,aj kena tikiijtoua kuaxilotl nojkia xtlaj kuali uan pues na inka bueno nikan nocha ninejnemi ama tlanki se tekitl katli nichijki nipintaro se se ichan pues ama ya nitsotsonas se kentsi este guitarra ya ni niixkopinis se ome tlamantli ipan se amoch ipan cuaderno uejkaui no amoyok nipintaro nipintaroki nion se tlamantli ipan amatl sa ipan tepamitl maski amo iuikal amo yampa,nhw,2,competition
nahuatl_dev/clips/8f626404a87e4025a1538310f91dd513.mp3,9,"Pos nejua kemaj nikuis, nechpieli cinco kilos de costilla.",azz,106,competition
nahuatl_dev/clips/68f9430c38f54bf38e7c95f31807d147.mp3,9,"An sale, nimitskuitikisa tiyetok ya lista niman timochichiuasan.",azz,117,competition
nahuatl_dev/clips/a4fa180e57944db2b87ff9c3f7b2c50c.mp3,20,"Axkan kemaj sayój nitayis setsin, amo nitayis miak pero chouej.",azz,106,competition
nahuatl_dev/clips/9a73368034ef4668b40f11dedca81cfb.mp3,9,"Pos ijkón tanauatijke a las ocho uan nejua ijkón nikan nikintsikojtok notskuiuan ok, uan setsin amo motekauilia maj niktsiko.",azz,118,competition
nahuatl_dev/clips/70030b9c949141b999980e7a377559da.mp3,20,A no manches ka liuyis tikualkanteroj tejua ¿uan keye amo uelik tikochik? nechtapoui.,azz,119,competition
nahuatl_dev/clips/4aeee0589ef54885bd823d5ad49e416b.mp3,9,Pues nechtapouij se tamakas de Carreragco uan kijtoa que xiyakan ximauiltitij uan takouan amo nanajsij pues ximotamaxitikan.,azz,123,competition
nahuatl_dev/clips/e38522234e024062a9117c75b8559584.mp3,20,Tejua pero sayój nimitstakeuaskia tejua porin amo nechajsi para okse takeual.,azz,116,competition
nahuatl_dev/clips/ff41870ebaeb41339d9bb7ab4a23e578.mp3,9,Pero xikinuika uan takouan amo taxikoaj pues nejua nimitspaleuis tiknualmemeskej uan nikinuikati nokniuan.,azz,110,competition
nahuatl_dev/clips/8dfd33a536684f24b6de3745c389ff17.mp3,40,kena nouampox uajka kiani tikchiuasen uan ama nitsotsonas guitarra uan ya kiski se kuikatl,nhw,3,competition
nahuatl_dev/clips/98543c6b2fd44693be7c2f9ce4123858.mp3,40,amo techiluia tlamantli para kuali matimouikakan san techkualania yeka nopa amo techpaktia,nhw,2,competition
nahuatl_dev/clips/77225e1a60fc4cacb701c197d1691fe3.mp3,9,An ya pero liuis siouitij tejua porque liuis uejka hasta Chalauico uan oksepa tiualaske xe taxikoskej ¿ken tikita?.,azz,110,competition
nahuatl_dev/clips/fda6b3c9bb8b499982102195e06e435a.mp3,9,"Pos siquiera maj se youi lucha, maj se kitentaroti, maj se mauiltiti para amo se yetos kalijtik.",azz,123,competition
nahuatl_dev/clips/ba39352dd28f4e49a0150412f3a25be1.mp3,9,"Pos liuis nimomatajtatia amo nimomatok niyetos tech in tekol, liuis taxota, uan amo nimomatok ijkón.",azz,124,competition
nahuatl_dev/clips/034b5fe4ef044c4e9ffb2c44df6fd71d.mp3,40,kena... kena uelis na kena nikita kuali amo onka seyok tlamantli se problema o seyok kuesoli maski uelis amo miak tomin nikpixtos ipan nopa tonali katli... katli ya mokauas nikan pero amo kenijki uelis tikchiasen uelis,nhw,3,competition
nahuatl_dev/clips/05518af1a8db42559a17b61b86a8a845.mp3,40,kena yampa,nhw,2,competition
nahuatl_dev/clips/bc3a566b6d9b42559bf7edfa285ac432.mp3,20,No manches xe amo pinaukej de que mitsitakej ¿uan qué? mitsuantikej ijkuak in chichik.,azz,113,competition
nahuatl_dev/clips/084aa704b464453d928431fb9dd5a6c4.mp3,9,"Pos nejua amo nikmati ken nankichiuaj porque namejuan nansiuamej kachi nankimatokej, uan nejua amo nikmati kachi uan niman nimomatajtatia",azz,124,competition
nahuatl_dev/clips/64e0e0098fd14f0f8ec988cab1bbe9c1.mp3,40,tlaskamati kena kena chano yektsin na chano techpaktia uejkajkia ta tikmati keman nikajxilik doce xiuitl pejki nimomachtik maski ama amo nochipa nimomachtitok yeka sekin tlamantli nikilkajki,nhw,3,competition
nahuatl_dev/clips/5d29c9ae60c04fd5b40711abdd073438.mp3,40,san kentsi amo miak uelis se ome pantalon uis se ome camisa se ome playera más de siuamej kena siuamej kena más kipaktia uan nojkia uan... uan uelis tikitas kema tikitas nikan ya kuali timomaka cuenta kenijki eli kenijki katlike más mitspaktia katlike más mitsmaka uan uelis kiani kenan na uelis nimitspaleuis,nhw,2,competition
nahuatl_dev/clips/4f7a882884de4302b1c2834d4d405e40.mp3,20,"Pos sale va, entonces nimeuas kualkan para nimitsuantis masma no kafentsin uan kemaj nimitskouilis mochesco.",azz,116,competition
